name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Union Canal El Sch,6.73,0.48,2.16,2.4,27.64,3.13,0,1.44,44.95,6.97,47.84,416,19.23,Yes,60.58
Union City El Sch,3.05,0,0.44,0,2.4,0,0,0.65,81.48,0,47.28,459,16.99,Yes,94.12
Union City HS,0.96,0,0.32,0.32,0.96,0,0,1.61,62.06,0,50.16,311,19.29,No,97.43
Union City MS,1.2,0,0.4,0,1.61,0,0,1.2,68.27,0,50.6,249,21.29,No,96.79
Union HS,0.32,0.64,0,1.28,0.64,0,0,3.85,58.33,0,53.21,312,18.91,Yes,97.12
Union Memorial El Sch,6.65,0.3,0.3,11.18,0.91,0,0,0.91,58.91,0.3,48.34,331,13.29,Yes,80.66
Union Terrace El Sch,4.31,0.15,1.85,15.56,69.65,0,0,0,75.35,16.8,51,649,14.79,Yes,8.47
Uniontown Area SHS,5.46,0.14,0.55,14.19,1.09,0,0.95,1.77,90.72,0.82,52.8,733,17.19,No,77.63
Unionville El Sch,4.81,0,5.77,0.96,8.33,0,0,4.17,17.63,4.17,48.72,312,15.06,Yes,80.13
Unionville HS,2.1,0.15,13.04,0.9,4.2,0,0.15,2.32,9.52,0.3,51.2,1334,14.24,No,79.46
United El Sch,1.92,0,0.64,0,1.49,0.43,0,0.64,50.75,0.64,56.08,469,18.98,Yes,95.95
United JSHS,1.3,0,0.86,0.65,0.22,1.08,0.22,5.62,42.55,0.22,51.62,463,17.06,No,96.76
Universal Alcorn CS,1.32,0,1.51,90.55,4.73,0,0,0,100,3.97,48.96,529,13.99,Yes,1.89
Universal Audenried CS,0.89,0,2.5,90.34,4.83,0,0,0,99.82,7.16,53.31,559,25.04,Yes,1.43
Universal Bluford CS,0.41,0,0.21,97.31,1.45,0,0.21,0,100,1.86,48.65,483,22.57,Yes,0.41
Universal Creighton CS,0.4,0,12.96,31.58,53.71,0,0,0,99.73,22.13,47.77,741,11.74,Yes,1.35
Universal Daroff CS,0.79,0.48,0.16,96.35,1.59,0,0.32,0,100,1.75,51.27,630,20,Yes,0.32
Universal Institute CS,0.47,0.31,0,93.4,5.82,0,0,0,100,5.5,51.89,636,13.84,Yes,0
Universal Vare CS,1.48,0,21.18,67,8.37,0,0,0,100,10.34,41.87,203,17.24,Yes,1.97
University Park El Sch,8.44,0,15.91,14.94,7.14,0,0.32,2.27,38.31,4.22,51.3,308,13.31,Yes,53.25
Upper Adams Intrmdt Sch,0.26,0.26,0,0.52,29.38,0.26,0.52,2.06,42.27,10.05,48.2,388,18.56,No,69.07
Upper Adams MS,0.74,0,0,0.37,30.74,0.37,0,4.81,38.89,11.48,49.63,270,17.41,No,68.15
Upper Allen El Sch,3.1,0,2.79,24.77,3.72,0,0.31,0.31,34.98,18.27,49.54,323,8.36,No,65.33
Upper Bucks County Technical School,3.5,0,0.42,1.54,10.91,0,0.28,0,43.36,0,39.72,715,33.85,No,83.36
Upper Darby Kdg Ctr,8.18,1.02,25.83,45.78,14.83,0,0,0,73.91,9.97,46.04,391,7.16,Yes,4.35
Upper Darby SHS,2.52,0.16,15.95,49.86,10.35,0,0,3.11,64.36,9.21,48.02,3855,19.61,No,21.17
Upper Dauphin Area El Sch,2.16,0,0.54,1.35,4.04,1.08,0,1.08,51.48,1.08,50.4,371,12.94,Yes,91.91
Upper Dauphin Area HS,1.1,0.28,1.1,0.83,4.7,0,0,3.31,41.71,0.83,51.93,362,16.02,Yes,91.99
Upper Dauphin Area MS,2.52,0,0.94,2.52,3.77,0,0,3.14,48.74,0.94,47.8,318,16.67,Yes,90.25
Upper Dublin HS,4.13,0.15,10.82,7.89,3.91,0.45,0,6.99,14.95,1.05,47.18,1331,18.71,No,73.1
Upper Merion Area HS,5.33,0.4,14.14,13.73,12.44,0,0,5.74,41.03,2.91,48.47,1238,15.99,No,53.96
Upper Merion Area MS,7.05,0,16.76,12.14,14.17,0.08,0,4.93,42.91,6.34,47.77,1277,18.25,No,49.88
Upper Moreland HS,5.01,0,3.73,10.97,8.73,0.53,0.21,5.54,32.59,1.81,45.58,939,22.47,No,71.35
Upper Moreland Intermediate Sch,7.98,0,6.02,7.98,13.09,1.05,0,4.84,36.13,4.71,50.13,764,12.7,Yes,64.92
Upper Moreland MS,4.6,0.13,4.09,11.24,12.01,0.64,0.13,5.75,36.65,3.19,49.3,783,19.28,No,67.82
Upper Moreland Primary Sch,7.23,0,5.82,8.23,11.35,1.56,0,0.28,29.79,6.52,48.79,705,8.51,Yes,67.38
Upper Perkiomen 4th and 5th Grade Center,3.48,0.2,1.84,2.87,5.74,1.23,0,5.33,31.15,1.43,48.98,488,13.73,Yes,85.86
Upper Perkiomen HS,1.65,0.19,2.42,2.13,6.98,0.39,0,5.14,28.68,0.1,47,1032,19.86,No,86.63
Upper Perkiomen MS,3.42,0.24,2.08,2.81,6.23,0.49,0,4.4,31.75,0.49,48.35,819,14.53,No,85.23
Upper Providence El Sch,5.12,0,18.04,2.45,2.9,0,0,2,7.8,1.11,45.21,449,19.15,No,71.49
Upper Saint Clair HS,2.63,0.22,12.87,1.24,2.56,0.44,0.15,11.56,10.9,0.59,46.01,1367,12.07,No,80.32
Urban Academy of Greater Pittsburgh CS,1.55,0,0,98.14,0.31,0,0,1.86,71.43,0,45.03,322,12.73,Yes,0
Urban Pathways 6-12 CS,2.57,0,0,95.18,2.25,0,0,0,76.53,1.61,46.95,311,22.19,Yes,0
Urban Pathways K-5 College CS,5.07,0,0,92.39,1.69,0,0,0,70.7,0,54.65,355,20,Yes,0.85
Uwchlan Hills El Sch,3.96,0.21,12.08,2.29,6.46,0.63,0,4.79,8.33,2.5,48.54,480,15.21,No,75
Valley El Sch,3.71,0.15,7.57,4.48,14.99,0.15,0,1.55,45.9,7.42,48.07,647,19.47,No,69.09
Valley El/MS,2.04,0.23,1.25,0.79,14.04,0,0,1.59,29.11,1.36,49.38,883,19.25,No,81.65
Valley Forge El Sch,6.25,0.35,36.98,3.65,4.69,1.39,0,9.72,5.56,3.13,44.97,576,10.59,Yes,48.09
Valley Forge MS,5.19,0.09,30.45,3.2,3.98,0.61,0,16.7,5.97,0.95,49.48,1156,14.71,Yes,57.09
Valley Grove El Sch,4.18,0,0,0.7,0.7,0.23,0,1.39,56.61,0,52.44,431,20.19,Yes,94.43
Valley JSHS,17.02,0.35,0.59,29.58,3.05,0,0,3.4,68.19,0.35,49.53,852,29.46,No,49.41
Valley View El Ctr,0.81,0,1.81,2.22,7.86,0,0.2,0,40.93,0.81,48.99,496,8.87,Yes,87.1
Valley View El Sch,7.83,0,3.03,5.05,12.12,0,0,0,34.34,3.54,44.19,396,14.39,No,71.97
Valley View HS,1.61,0.13,1.2,3.35,4.95,0.4,0,2.95,37.22,0.8,46.18,747,19.14,No,88.76
Valley View Intrmd Sch,1.71,0,1.71,1.52,7.81,0.19,0.19,0.19,44.76,0.57,51.24,525,18.86,Yes,87.05
Valley View MS,1.95,0.36,1.6,5.51,7.28,0.18,0,1.24,41.39,1.07,50.44,563,16.16,No,83.3
Vare-Washington El Sch,8.89,0.27,18.33,23.18,38.54,0,0,0.54,67.92,27.76,49.6,371,17.52,Yes,10.78
Vaux HS: A Big Picture School,1.98,0,0,96.32,1.7,0,0,0,84.42,0.85,41.64,353,34.28,Yes,0
Venango Technology Center,0.98,0.39,0.2,1.38,0.79,0.2,0,0.98,61.1,0.2,35.95,509,33.6,No,96.27
Verner El Sch,4.6,0,0,13.79,0,0,0,0,40.23,0,48.85,174,25.86,Yes,81.61
Vernfield El Sch,0,0,6.75,2.61,6.54,0,0,4.14,18.74,4.14,48.15,459,14.38,No,84.1
Veterans Memorial El Sch,4.17,0,13.33,3.54,20.83,0.21,0.21,2.29,29.79,4.17,48.75,480,13.33,Yes,57.92
Victory El Sch,4.21,0,0.47,0.47,2.8,0.93,0,0.47,53.27,0,48.6,214,26.17,Yes,92.06
Vida CS,1.36,0,0.45,2.71,64.71,0.45,0,0,60.18,16.74,48.42,221,11.31,Yes,30.77
Village Park Academy,20,0,0,10,0,0,0,0,60,0,20,10,90,No,70
Vision Academy CS,1.88,0,1.34,90.62,1.61,0,0,0,72.39,4.56,50.67,373,16.62,Yes,4.56
W B Evans El Sch,2.62,0.29,2.04,90.38,4.08,0,0,0.29,53.35,0.29,54.23,343,18.66,Yes,0.58
W R Croman Primary Sch,1.89,0.63,0,0,1.58,0,0,0.32,41.32,0.32,50.79,317,15.46,Yes,95.9
W W Evans Memorial El Sch,2.87,0,0.48,0.48,2.39,0,0.96,0.96,28.23,0,43.54,209,9.57,No,92.82
W.A. McCreery El Sch,0,0.3,0.3,0.91,0.3,0.3,0,0.91,55.62,0,44.68,329,22.19,Yes,98.18
W.G. Rice El Sch,4.25,0.5,2.75,1.75,1.75,2.5,0.5,0.25,30.25,3,53,400,10.25,Yes,88.5
Wagner Gen Louis MS,5.42,0.21,0.42,89.58,3.96,0,0.21,0,81.46,1.67,45.63,480,28.33,Yes,0.21
Wallace El Sch,9.78,1.47,1.47,7.33,23.23,0.49,0,0,51.83,3.42,47.43,409,9.54,Yes,56.72
Wallenpaupack Area HS,2.69,0,0.9,1.69,8.66,0.6,0.2,4.08,53.03,0.6,48.16,1005,23.48,No,85.87
Wallenpaupack Area MS,2.93,0.44,1.02,1.32,10.4,0.88,0.44,4.1,58.42,0.15,44.66,683,25.62,No,83.46
Wallenpaupack North Intrmd Sch,2.05,0.21,1.64,2.67,8.83,0,0,2.67,57.91,0,51.75,487,25.05,Yes,84.6
Wallenpaupack North Prim Sch,1.97,0,0.44,0.22,14.69,0,0,0.22,54.82,0.44,51.54,456,16.01,Yes,82.68
Wallenpaupack South El Sch,5.18,0,0,2.39,12.75,0.8,0,0.8,64.54,0.4,44.22,251,18.73,Yes,79.68
Wallingford El Sch,6.5,0,5.23,6.14,3.25,0,0,3.25,5.78,0.72,47.47,554,8.84,No,78.88
Walnut Creek MS,4.88,0,6.64,2.73,2.34,0,0,6.25,30.47,0.78,50.39,512,15.04,No,83.4
Walnut Street El Sch,3.07,2.23,0,90.22,2.23,0,0,0.28,64.25,0.28,48.6,358,20.11,Yes,2.23
Walt Disney El Sch,6.49,0.29,2.36,9.44,10.91,0.29,0,1.77,43.95,2.36,52.8,339,20.94,Yes,70.5
Walter M Senkow El Sch,2.88,0.36,55.04,14.75,24.1,0,0.36,1.44,81.29,29.5,52.52,278,11.15,Yes,2.52
Walton Farm El Sch,9.71,0.18,20.15,10.26,3.11,0.18,0,2.93,28.39,5.86,50.37,546,15.2,No,56.59
Ward L Myers El Sch,3.85,0.43,0.43,0.64,1.5,0.86,0,1.5,33.83,0,46.04,467,12.85,Yes,93.15
Waring Laura W Sch,6.32,1.19,1.19,77.87,9.88,0,0,0.4,84.58,0.79,48.22,253,24.51,Yes,3.56
Warren Area El Ctr,2.44,0.14,0.14,0.54,1.76,0,0,1.36,57.94,0,49.25,737,20.08,Yes,94.98
Warren Area HS,1.92,0.3,0.44,0.89,1.33,0.44,0,6.07,46.15,0.15,46.45,676,23.67,No,95.12
Warren County Area Vocational-Technical School,0.62,0,0,0.31,0.31,0,0,1.24,48.14,0,29.81,322,29.19,No,98.76
Warren L Miller El Sch,2.32,0.19,0.39,1.93,3.09,0.58,0,0.97,54.44,0.77,49.23,518,20.27,Yes,92.08
Warren Snyder-John Girotti El Sch,19.3,0.15,1.07,14.24,17.46,0.31,0.31,3.06,71.06,1.07,45.02,653,17.76,Yes,47.47
Warrior Run HS,1.6,0.2,0.2,1,0.8,1.8,0,2.2,30,0.2,49,500,14.6,No,96.2
Warrior Run MS,0.72,0.18,0,0.54,1.81,3.43,0,0.72,40.07,0.36,45.67,554,16.43,No,96.75
Warwick El Sch,4.15,0,7.91,0.59,5.93,0,0,4.15,9.49,1.19,49.6,506,11.07,No,81.42
Warwick MS,3.26,0,2.8,2.48,9.16,0,0.31,7.14,23.6,0.62,48.29,644,13.51,No,81.99
Warwick SHS,2.26,0.23,2.49,1.71,7.48,0.16,0.08,8.11,21.51,0.94,49.18,1283,11.46,No,85.74
Washington El Sch,10.03,0.26,0.77,11.31,73.26,0,0,0.51,85.35,21.59,48.33,389,16.2,Yes,4.37
Washington George HS,7.75,0.39,15.89,27.86,17.38,0,0.33,0.78,57.88,25.46,42.38,1536,22.07,Yes,30.4
Washington Grover Jr Sch,9.07,0,12.96,61.3,15.19,0,0,0,76.11,15.37,42.22,540,24.81,Yes,1.48
Washington HS,15.17,0,0.47,27.73,5.69,0,0,4.74,62.56,1.42,49.29,422,18.96,No,50.95
Washington Heights El Sch,10.73,0.52,4.71,9.16,13.61,0.79,0,2.62,43.98,6.28,47.64,382,20.16,Yes,61.26
Washington Intrmd Sch,20.79,0.27,0,17.51,6.84,0,0.27,0.96,76.2,1.64,51.03,731,17.78,Yes,54.31
Washington Junior High School,22.53,0,1.1,23.63,5.49,0,0,2.2,68.68,0.55,46.15,182,19.23,No,47.25
Washington Martha Sch,4.63,0,0.39,93.82,0.77,0,0,0,84.17,1.16,45.56,259,36.29,Yes,0.39
Washington Park El Sch,21.15,0.11,0.57,26.55,4.83,0.34,0,0.69,72.99,1.15,48.39,870,22.07,Yes,46.78
Wasson Avenue El Sch,3.14,0.24,0.72,1.45,1.69,0,0,2.66,64.49,0.97,46.14,414,25.36,Yes,92.75
Waterford El Sch,2.01,0,0.86,0.57,2.59,1.15,0,2.59,56.03,0.86,49.71,348,18.39,Yes,93.97
Wattsburg Area El Ctr,1.26,0,0.21,0.21,2.31,0.21,0,0.84,31.3,0.42,48.53,476,14.92,Yes,96.01
Wattsburg Area MS,4.21,0.25,0,0.74,2.23,0,0,3.71,34.9,0.25,51.98,404,19.31,No,92.57
Waverly Sch,0.32,0,11.22,0,3.85,0,0.32,2.24,9.94,0.32,48.4,312,6.73,No,84.29
Wayne El Sch,4.84,0.19,13.04,3.91,5.59,0,0,5.59,16.57,8.38,49.16,537,13.59,Yes,72.44
Wayne Highlands MS,2.91,0.73,1.21,1.21,4.6,0.48,0,0.97,44.31,0.73,46.73,413,22.76,No,89.35
Waynesboro Area MS,6.44,0.09,0.47,2.43,6.16,0.28,0,2.15,52.94,1.59,48.37,1071,14.19,No,84.41
Waynesboro Area Senior High School,4.77,0.39,0.7,2.82,5.79,0,0,2.27,44.99,0.7,47.42,1278,11.89,No,85.52
Waynesburg Central El School,2.76,0,0.39,0.26,0.92,1.71,0.13,1.32,48.16,0,48.82,760,25.13,Yes,95.53
Waynesburg Central HS,1.16,0,0.78,0.97,0.19,0,0,1.36,37.6,0.19,48.84,516,20.74,No,96.9
Weatherly Area El Sch,2.79,0,0,1.39,4.53,0,0,0.35,57.14,0,51.92,287,8.01,Yes,91.29
Weatherly Area HS,1.17,1.17,0,1.17,8.77,0.58,0,2.34,55.56,0,49.12,171,8.77,Yes,87.72
Weatherly Area MS,2.94,0.74,0,0,8.82,0,0,0.74,58.82,0,47.79,136,17.65,Yes,87.5
Webster Sch,4.2,0.17,1.57,30.07,52.62,0,0,0,87.41,6.82,49.83,572,20.1,Yes,11.36
Weigelstown El Sch,2.62,0.52,1.05,5.76,18.32,0,0,1.31,34.03,2.88,46.07,382,19.37,Yes,71.73
Weisenberg El Sch,2.67,0.8,0.27,0.8,3.21,0.53,0,1.07,14.17,0.53,45.19,374,14.71,No,92.25
Wellsboro Area HS,0.68,0.23,1.59,0.91,1.13,0.23,0,8.39,32.43,0,53.29,441,19.5,No,95.46
Wellsville Campus,0,0,0,1.85,3.24,1.39,0,0.93,37.96,0,46.3,216,17.13,Yes,94.91
Welsh John Sch,2.56,0.32,0.32,31.09,64.42,0,0,0,91.35,13.14,52.24,312,19.55,Yes,1.28
Welsh Valley MS,7.42,0,7.91,7.91,5.74,0,0,18.5,14.05,1.98,47.18,1011,20.67,No,71.02
Wendover MS,3.43,0.21,1.07,0.86,0.43,0.43,0.43,7.73,21.67,0.21,51.29,466,12.66,No,93.56
Wescosville El Sch,6.05,0.19,6.24,4.54,15.12,0,0,2.46,28.54,4.91,47.83,529,20.42,Yes,67.86
West Allegheny MS,4.51,0.14,2.05,2.46,2.19,0,0,1.23,24.32,1.09,49.59,732,15.3,Yes,88.66
West Allegheny SHS,3.02,0.1,1.95,2.73,0.78,0,0,0.98,18.73,0.49,47.71,1025,14.83,No,91.41
West Berwick El Sch,4,0,0.21,2.11,12.42,0,0,0,48.84,3.16,49.05,475,15.37,Yes,81.26
West Bradford El Sch,4.11,0.16,9.52,2.63,2.79,0,0,1.81,8.05,1.31,51.89,609,14.94,No,80.79
West Branch Area El Sch,2.44,0.3,0,0.3,0.91,0.91,0,0.3,50.3,0,48.78,328,28.05,Yes,96.04
West Branch Area HS,1.22,1.22,0.31,0.92,1.22,0,0,3.98,49.85,0,46.48,327,20.49,No,95.11
West Branch MS,1.05,1.05,0,1.4,0.7,1.05,0,2.1,50.35,0.35,52.45,286,23.78,No,95.8
West Broad Street El Sch,0,0.24,7.95,6.02,20.72,0,0.24,3.13,34.94,12.29,51.81,415,10.6,Yes,64.82
West Chester Bayard Rustin HS,1.8,0,5.79,4.85,5.09,0.08,0.23,6.03,13.3,1.25,49.92,1278,15.02,No,82.24
West Chester East HS,1.94,0.24,7.52,4.85,9.54,0.32,0.08,5.66,16.81,1.37,46.48,1237,13.5,No,75.83
West Chester Henderson HS,1.45,0,8.77,4.86,9.28,0,0.22,6.38,17.04,2.83,47.93,1379,13.56,No,75.42
West Crawford El Sch,4.85,0.21,0.42,5.27,1.69,1.27,0,0.21,67.3,0.42,48.52,474,20.46,Yes,87.55
West Creek Hills El Sch,7.89,1.97,12.23,6.71,11.05,1.18,0,2.17,37.87,9.66,46.15,507,16.17,Yes,60.16
West End El Sch,4.42,0.32,1.26,1.89,0.95,0,0,1.58,50.16,0.32,48.58,317,20.82,Yes,91.17
West Forest El Sch,5.13,0,0,0,2.56,0,0,0,47.86,0,47.86,117,20.51,Yes,92.31
West Forest JSHS,1.53,0.76,0,0,6.87,0,0.76,2.29,47.33,0,44.27,131,25.19,No,90.08
West Greene El Ctr,0,0.3,0,0,0.3,0,0,0.3,46.08,0,46.39,332,22.29,Yes,99.4
West Greene JSHS,0,0,0.32,0,0.32,0,0,2.89,33.76,0,45.34,311,22.19,No,99.36
West Hanover El Sch,6.11,0,3.67,5.7,5.3,3.46,0,3.87,19.96,3.67,46.03,491,12.83,No,79.23
West Hazleton El/MS,0.92,0.35,0.12,2.3,84.68,0,0,0.46,70.62,34.45,47.81,868,10.25,Yes,11.64
West Hempfield El Sch,3.73,0,0.41,1.45,1.24,1.66,0,0.83,40.46,0.21,51.24,482,17.43,Yes,93.15
West Hempfield MS,3.5,0.23,0.7,0.7,1.17,0.7,0.23,3.27,35.05,0.47,51.87,428,13.08,No,93.46
West Hill El Sch,12.25,0,0,18.58,0.4,0,0,0.79,86.56,1.19,44.66,253,40.32,Yes,68.77
West Hills Intermediate Sch,0.8,0,0.2,1.2,1.6,0.6,0,3.01,40.68,0.2,48.9,499,24.05,Yes,96.19
West Hills Primary Sch,2.61,0,0.17,1.57,1.05,0,0,0.35,34.67,0.35,48.61,574,16.38,Yes,94.6
West Manheim El Sch,4.45,0.17,1.71,4.45,4.79,0.34,0,0.51,26.54,0.51,46.75,584,10.1,No,84.42
West Middlesex Area JSHS,0.77,0.26,0.26,0.52,1.8,0,0,1.03,46.65,0,49.74,388,16.24,No,96.39
West Mifflin Area HS,9.6,0.11,1.23,25,2.01,0.45,0,4.35,53.68,1.45,47.88,896,20.98,Yes,62.05
West Mifflin Area MS,10.73,0,0.7,28.59,3.91,0,0.3,2.91,58.78,1.1,50.65,997,23.07,Yes,55.77
West Newton El Sch,4.68,0,0,1.75,1.17,0,0,0,55.56,0,50.29,171,21.05,Yes,92.4
West Oak Lane CS,0.38,0,0.19,99.14,0.19,0,0,0,100,0,51.14,1050,13.62,Yes,0.1
West Penn Twp El Sch,0.37,0,0.37,0.37,8.18,0,0,3.72,43.87,7.81,43.12,269,23.05,No,90.71
West Perry MS,2.27,0.19,0.38,0.76,2.27,1.52,0.19,1.7,44.7,0.57,46.59,528,17.23,No,93.94
West Perry SHS,1.56,0,0.14,0.57,0.85,1.7,0.14,2.56,39.49,0,51.42,704,15.91,No,96.73
West Phila. Achievement CES,0,0,0.61,96.97,1.67,0,0,0,100,0.45,48.03,660,12.27,Yes,0.76
West Philadelphia HS,5.91,0,1.34,91.13,0.81,0,0,0,77.15,2.69,36.56,372,43.28,Yes,0.81
West Point El Sch,4.76,0.25,0.75,0.5,1.75,0.5,0.25,2.01,25.06,0.75,48.12,399,9.52,No,91.73
West Pottsgrove El Sch,10.12,0.78,1.56,12.84,11.28,0.39,0,0,30.74,0.39,51.36,257,17.12,Yes,63.42
West Reading El Ctr,3.38,0.34,3.04,4.73,28.38,0,0,8.11,38.18,3.38,45.95,296,14.86,No,60.14
West Rockhill El Sch,4.67,0,0.62,3.12,5.92,0,0,3.74,28.35,0.31,47.66,321,15.89,Yes,85.67
West Scranton HS,4.27,0.33,1.89,12.64,31.86,0.33,0.41,0.99,71.18,10.18,48.6,1218,21.02,No,48.6
West Scranton Intrmd Sch,7.71,0.14,0.84,11.78,31.28,0.14,0.42,1.26,72.65,8.27,49.51,713,23,No,47.83
West Shamokin JSHS,0,0,0.67,0.34,1.01,0,0,4.55,55.48,0,49.41,593,14.67,No,97.98
West Side Career & Technology Center,3.66,0,0,6.68,7.11,0.65,0,0,53.02,0.22,39.01,464,43.53,No,82.54
West Snyder El Sch,0,0,0.27,0.27,1.09,0,0,0.82,56.4,0.27,47.41,367,26.16,Yes,98.37
West View El Sch,9.48,0.23,2.48,2.71,2.71,0.45,0,1.35,36.12,0.45,52.6,443,16.48,Yes,82.39
West Vincent El Sch,4.13,0.52,28.4,1.38,4.13,1.03,0,3.61,8.78,1.2,48.19,581,13.6,No,61.45
West York Area HS,9.23,0.36,2.76,11.75,17.03,0.36,0.12,6.12,47.36,4.2,48.8,834,17.87,No,58.75
West York Area MS,9.9,0.42,2.83,10.61,17.26,0.71,0,6.08,55.73,4.1,45.69,707,15.7,No,58.98
Westbrook Park El Sch,7.94,0.41,3.87,27.9,8.15,0,0,2.24,62.93,3.05,49.29,491,18.33,Yes,51.73
Western Area Career and Technology Center (of Washington County),4.35,0.65,0,2.39,1.96,0,0,0,47.39,0,30,460,31.74,No,90.65
Western Beaver Co JSHS,3.26,0.27,0.54,1.36,2.17,1.36,0.27,3.53,30.71,0.27,48.64,368,21.74,No,92.12
Western Montgomery Career and Technology Center,2.42,0,0.86,8.64,4.15,1.9,0,0.35,28.5,0,40.93,579,41.11,No,83.94
Western Wayne HS,3.24,0,0.54,2.16,6.85,0.72,0,3.6,46.85,0.36,46.31,555,17.84,No,87.21
Western Wayne MS,2.93,0,0.73,2.44,9.27,0.49,0,1.95,54.63,0.24,46.83,410,22.68,No,84.63
Westfield Area El Sch,1.22,0,0,0.91,0.91,0.61,0.3,0.61,63.72,0,48.17,328,14.94,Yes,96.65
Westinghouse Arts Academy CS,4.44,0,0.81,25.81,4.03,0,0,0,48.79,0,74.6,248,14.52,Yes,64.92
Westlake MS,7.71,0.56,0.75,1.32,6.02,0.56,0,4.7,54.14,0.19,47.93,532,21.62,No,83.65
Westmont Hilltop El Sch,10.27,0.14,1.49,2.97,2.97,2.3,0.14,2.57,40.27,0.27,48.78,740,13.65,Yes,82.03
Westmont Hilltop JSHS,4.31,0,1.21,0.94,3.37,1.62,0.54,5.53,32.48,0.27,50.67,742,13.75,No,89.62
Westtown-Thornbury El Sch,6.26,0.55,3.68,6.26,7.55,1.47,0,2.39,14,3.87,48.99,543,13.44,No,75.69
Wexford El Sch,3.9,0.19,11.34,2.04,2.79,0.93,0.19,4.65,4.09,1.3,46.84,538,7.81,No,79.55
Wharton Sch,3.14,0,0.63,0.63,1.89,0,0,0,78.62,0,55.35,159,16.35,Yes,93.71
Wheatland MS,7.27,0,4.13,16.2,59.17,0,0,1.32,87.11,14.05,49.42,605,22.15,Yes,13.22
White Deer El Sch,5.33,0,0.44,2.22,10.67,0,0,1.33,56,4.89,47.56,225,19.11,Yes,81.33
Whitehall El Sch,4.59,0,25.81,4.71,2.23,0,0.25,1.74,41.07,10.79,46.28,806,11.54,Yes,62.41
Whitehall HS,3.5,0.14,4.88,9.2,31.73,0.34,0,3.43,43.41,5.43,47.94,1456,16.69,No,50.55
Whitehall-Coplay MS,6.07,0,4.05,9.83,31.7,0.58,0.1,2.99,51.16,5.88,47.4,1038,17.92,No,48.27
Whitemarsh El Sch,5.64,0,6.37,3.43,2.45,0.49,0.25,0.98,8.33,0.25,48.53,408,11.76,No,81.86
Whitfield El Sch,5.45,0.85,1.87,6.13,24.36,0.85,0,1.87,35.95,5.11,49.06,587,17.04,Yes,61.33
Wickersham El Sch,6.12,0,10.79,12.83,63.56,0.29,0,1.46,90.38,24.78,41.98,343,17.2,Yes,6.71
Widener Memorial Sch,26.53,0,4.76,41.5,17.01,0,0,0,68.71,5.44,38.1,147,95.92,Yes,10.2
Widener Partnership CS,0.7,0,0,92.97,4.92,0,0,0,90.16,0.94,45.2,427,14.05,Yes,1.41
Wilkes-Barre Area Career & Technical Center,1.82,0,0.24,11.31,22.26,0.12,0,0,59.49,0,35.77,822,41.61,No,64.36
Wilkes-Barre Area SD STEM Academy,5.97,0,8.96,1.49,11.94,0,0,35.82,46.27,1.49,50.75,67,1.49,No,71.64
Wilkins El STEAM Academy,12.05,0.45,0.68,62.27,3.64,0,0,1.14,75.23,2.27,47.05,440,21.82,Yes,20.91
Willard Frances E Sch,3.67,0.17,0.5,35.5,53.67,0,0.33,0,87.83,11.67,46,600,15.5,Yes,6.17
William Allen HS,2.6,0.08,1.25,13.4,74.23,0,0.15,3.77,70.79,22.42,47.06,2650,22.08,Yes,8.3
William Penn El Sch,3.21,0,3.21,1.07,0,0,0,2.14,10.7,0.53,54.01,187,20.32,No,92.51
William Penn MS,6.76,0,5.83,4.79,6.14,0.21,0,8.53,23.52,1.66,48.49,961,21.64,No,76.48
William Penn SHS,3.3,0,0.13,36.18,51.04,0.2,0.13,0.61,93.81,23.94,48.08,1487,23.4,Yes,9.21
William Prescott #38,6.64,0.35,17.13,14.69,22.73,0,0.35,2.1,62.94,6.99,50.35,286,14.69,Yes,38.11
William Tennent HS,2.44,0.05,2.87,4.34,16.42,0.76,0.22,5.75,37.62,3.96,47.21,1845,21.03,No,73.66
Williams Township El Sch,8.52,0,4.04,4.04,11.21,0,0,1.35,19.28,0,47.09,223,12.56,No,72.2
Williams Valley El Sch,4.19,0.22,0.22,1.77,5.52,1.55,0,0.44,56.51,0.44,50.55,453,19.43,Yes,88.08
Williams Valley JSHS,1.89,0,0.21,0.63,3.98,3.14,0,1.89,53.25,0.21,50.1,477,25.16,No,93.29
Williamsburg Community El Sch,2.61,0,0,0,0.87,0.43,0,0,43.48,0.87,46.96,230,15.22,Yes,96.52
Williamsburg Community JSHS,0.84,0,0.84,1.68,0,0,0,2.52,34.03,0,43.7,238,11.76,No,96.64
Williamson SHS,2.66,0,0,0.18,2.66,0.89,0,2.13,53.46,0,49.56,563,19.01,No,94.49
Williamsport Area MS,16.2,0.27,0.54,17,5.22,0,0.27,0.27,70.55,0.67,49.26,747,16.47,No,60.51
Williamsport Area SHS,14.71,0.34,0.61,15.32,4.66,0,0.13,0,64.04,0.54,50.61,1482,13.7,No,64.24
Willow Creek El Sch,1.98,0,0.54,1.26,15.5,1.8,0,0.72,33.87,3.06,50.45,555,15.86,Yes,80.72
